# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-16 13:23:53 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11455420 SACRAMENTO R A RIO VISTA CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11455420
#            TS   parameter     Description
#         16187       00065     Gage height, feet, [PUBLISHED]
#         16194       00010     Temperature, water, degrees Celsius
#         16195       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        300439       00010     Temperature, water, degrees Celsius, LOWER-4 FT FROM BED
#        300448       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, LOWER-4 FT FROM BED
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	16187_00065	16187_00065_cd	16194_00010	16194_00010_cd	16195_00095	16195_00095_cd
USGS	11455420	2019-09-28 07:00	PST	4.71	A	19.3	A	142	A
USGS	11455420	2019-09-28 07:15	PST	4.57	A	19.3	A	143	A
USGS	11455420	2019-09-28 07:30	PST	4.40	A	19.3	A	143	A
USGS	11455420	2019-09-28 07:45	PST	4.28	A	19.3	A	143	A
USGS	11455420	2019-09-28 08:00	PST	4.18	A	19.3	A	143	A
USGS	11455420	2019-09-28 08:15	PST	4.01	A	19.2	A	143	A
USGS	11455420	2019-09-28 08:30	PST	3.93	A	19.2	A	143	A
USGS	11455420	2019-09-28 08:45	PST	3.79	A	19.2	A	143	A
USGS	11455420	2019-09-28 09:00	PST	3.70	A	19.2	A	143	A
USGS	11455420	2019-09-28 09:15	PST	3.56	A	19.2	A	143	A
USGS	11455420	2019-09-28 09:30	PST	3.44	A	19.2	A	144	A
USGS	11455420	2019-09-28 09:45	PST	3.41	A	19.2	A	144	A
USGS	11455420	2019-09-28 10:00	PST	3.38	A	19.2	A	144	A
USGS	11455420	2019-09-28 10:15	PST	3.40	A	19.2	A	144	A
USGS	11455420	2019-09-28 10:30	PST	3.45	A	19.1	A	144	A
USGS	11455420	2019-09-28 10:45	PST	3.61	A	19.1	A	145	A
USGS	11455420	2019-09-28 11:00	PST	3.83	A	19.2	A	145	A
USGS	11455420	2019-09-28 11:15	PST	4.14	A	19.2	A	145	A
USGS	11455420	2019-09-28 11:30	PST	4.41	A	19.2	A	145	A
USGS	11455420	2019-09-28 11:45	PST	4.70	A	19.2	A	145	A
USGS	11455420	2019-09-28 12:00	PST	4.92	A	19.2	A	145	A
USGS	11455420	2019-09-28 12:15	PST	5.13	A	19.3	A	145	A
USGS	11455420	2019-09-28 12:30	PST	5.31	A	19.3	A	145	A
USGS	11455420	2019-09-28 12:45	PST	5.48	A	19.4	A	146	A
USGS	11455420	2019-09-28 13:00	PST	5.68	A	19.4	A	145	A
USGS	11455420	2019-09-28 13:15	PST	5.84	A	19.4	A	144	A
USGS	11455420	2019-09-28 13:30	PST	5.97	A	19.3	A	144	A
USGS	11455420	2019-09-28 13:45	PST	6.08	A	19.3	A	143	A
USGS	11455420	2019-09-28 14:00	PST	6.18	A	19.3	A	143	A
USGS	11455420	2019-09-28 14:15	PST	6.28	A	19.4	A	143	A
USGS	11455420	2019-09-28 14:30	PST	6.38	A	19.4	A	143	A
USGS	11455420	2019-09-28 14:45	PST	6.49	A	19.4	A	143	A
USGS	11455420	2019-09-28 15:00	PST	6.59	A	19.5	A	143	A
USGS	11455420	2019-09-28 15:15	PST	6.68	A	19.5	A	143	A
USGS	11455420	2019-09-28 15:30	PST	6.74	A	19.5	A	143	A
USGS	11455420	2019-09-28 15:45	PST	6.78	A	19.5	A	143	A
USGS	11455420	2019-09-28 16:00	PST	6.77	A	19.5	A	143	A
USGS	11455420	2019-09-28 16:15	PST	6.75	A	19.5	A	143	A
USGS	11455420	2019-09-28 16:30	PST	6.71	A	19.5	A	143	A
USGS	11455420	2019-09-28 16:45	PST	6.63	A	19.5	A	143	A
USGS	11455420	2019-09-28 17:00	PST	6.51	A	19.5	A	143	A
USGS	11455420	2019-09-28 17:15	PST	6.35	A	19.5	A	143	A
USGS	11455420	2019-09-28 17:30	PST	6.17	A	19.5	A	143	A
USGS	11455420	2019-09-28 17:45	PST	5.99	A	19.5	A	143	A
USGS	11455420	2019-09-28 18:00	PST	5.83	A	19.5	A	143	A
USGS	11455420	2019-09-28 18:15	PST	5.68	A	19.5	A	143	A
USGS	11455420	2019-09-28 18:30	PST	5.53	A	19.4	A	143	A
USGS	11455420	2019-09-28 18:45	PST	5.35	A	19.4	A	143	A
USGS	11455420	2019-09-28 19:00	PST	5.20	A	19.4	A	143	A
USGS	11455420	2019-09-28 19:15	PST	5.09	A	19.4	A	143	A
USGS	11455420	2019-09-28 19:30	PST	4.90	A	19.4	A	144	A
USGS	11455420	2019-09-28 19:45	PST	4.79	A	19.3	A	143	A
USGS	11455420	2019-09-28 20:00	PST	4.68	A	19.3	A	143	A
USGS	11455420	2019-09-28 20:15	PST	4.53	A	19.3	A	143	A
USGS	11455420	2019-09-28 20:30	PST	4.37	A	19.3	A	143	A
USGS	11455420	2019-09-28 20:45	PST	4.28	A	19.2	A	144	A
USGS	11455420	2019-09-28 21:00	PST	4.17	A	19.2	A	144	A
USGS	11455420	2019-09-28 21:15	PST	4.05	A	19.2	A	144	A
USGS	11455420	2019-09-28 21:30	PST	3.96	A	19.2	A	144	A
USGS	11455420	2019-09-28 21:45	PST	3.88	A	19.1	A	143	A
USGS	11455420	2019-09-28 22:00	PST	3.80	A	19.1	A	144	A
USGS	11455420	2019-09-28 22:15	PST	3.76	A	19.1	A	144	A
USGS	11455420	2019-09-28 22:30	PST	3.77	A	19.1	A	145	A
USGS	11455420	2019-09-28 22:45	PST	3.84	A	19.1	A	145	A
USGS	11455420	2019-09-28 23:00	PST	3.98	A	19.1	A	146	A
USGS	11455420	2019-09-28 23:15	PST	4.19	A	19.1	A	146	A
USGS	11455420	2019-09-28 23:30	PST	4.47	A	19.1	A	146	A
USGS	11455420	2019-09-28 23:45	PST	4.75	A	19.1	A	147	A
USGS	11455420	2019-09-29 00:00	PST	4.99	A	19.1	A	146	A
USGS	11455420	2019-09-29 00:15	PST	5.20	A	19.1	A	147	A
USGS	11455420	2019-09-29 00:30	PST	5.38	A	19.1	A	145	A
USGS	11455420	2019-09-29 00:45	PST	5.55	A	19.1	A	145	A
USGS	11455420	2019-09-29 01:00	PST	5.73	A	19.1	A	145	A
USGS	11455420	2019-09-29 01:15	PST	5.90	A	19.1	A	144	A
USGS	11455420	2019-09-29 01:30	PST	6.05	A	19.1	A	144	A
USGS	11455420	2019-09-29 01:45	PST	6.17	A	19.1	A	144	A
USGS	11455420	2019-09-29 02:00	PST	6.28	A	19.2	A	144	A
USGS	11455420	2019-09-29 02:15	PST	6.38	A	19.2	A	144	A
USGS	11455420	2019-09-29 02:30	PST	6.47	A	19.2	A	143	A
USGS	11455420	2019-09-29 02:45	PST	6.55	A	19.2	A	143	A
USGS	11455420	2019-09-29 03:00	PST	6.61	A	19.2	A	143	A
USGS	11455420	2019-09-29 03:15	PST	6.67	A	19.2	A	143	A
USGS	11455420	2019-09-29 03:30	PST	6.71	A	19.2	A	144	A
USGS	11455420	2019-09-29 03:45	PST	6.73	A	19.2	A	144	A
USGS	11455420	2019-09-29 04:00	PST	6.72	A	19.2	A	144	A
USGS	11455420	2019-09-29 04:15	PST	6.67	A	19.2	A	144	A
USGS	11455420	2019-09-29 04:30	PST	6.57	A	19.2	A	144	A
USGS	11455420	2019-09-29 04:45	PST	6.43	A	19.2	A	144	A
USGS	11455420	2019-09-29 05:00	PST	6.26	A	19.2	A	144	A
USGS	11455420	2019-09-29 05:15	PST	6.06	A	19.2	A	145	A
USGS	11455420	2019-09-29 05:30	PST	5.87	A	19.1	A	145	A
USGS	11455420	2019-09-29 05:45	PST	5.67	A	19.1	A	144	A
USGS	11455420	2019-09-29 06:00	PST	5.49	A	19.1	A	144	A
USGS	11455420	2019-09-29 06:15	PST	5.32	A	19.1	A	143	A
USGS	11455420	2019-09-29 06:30	PST	5.16	A	19.1	A	144	A
USGS	11455420	2019-09-29 06:45	PST	5.00	A	19.0	A	143	A
USGS	11455420	2019-09-29 07:00	PST	4.85	A	19.0	A	143	A
USGS	11455420	2019-09-29 07:15	PST	4.71	A	18.9	A	143	A
USGS	11455420	2019-09-29 07:30	PST	4.57	A	18.9	A	142	A
USGS	11455420	2019-09-29 07:45	PST	4.42	A	18.9	A	142	A
USGS	11455420	2019-09-29 08:00	PST	4.28	A	18.9	A	143	A
USGS	11455420	2019-09-29 08:15	PST	4.16	A	18.9	A	144	A
USGS	11455420	2019-09-29 08:30	PST	4.03	A	18.9	A	143	A
USGS	11455420	2019-09-29 08:45	PST	3.91	A	18.8	A	143	A
USGS	11455420	2019-09-29 09:00	PST	3.78	A	18.9	A	144	A
USGS	11455420	2019-09-29 09:15	PST	3.64	A	18.9	A	143	A
USGS	11455420	2019-09-29 09:30	PST	3.52	A	18.8	A	143	A
USGS	11455420	2019-09-29 09:45	PST	3.42	A	18.8	A	143	A
USGS	11455420	2019-09-29 10:00	PST	3.30	A	18.8	A	144	A
USGS	11455420	2019-09-29 10:15	PST	3.23	A	18.8	A	144	A
USGS	11455420	2019-09-29 10:30	PST	3.16	A	18.8	A	144	A
USGS	11455420	2019-09-29 10:45	PST	3.17	A	18.8	A	144	A
USGS	11455420	2019-09-29 11:00	PST	3.21	A	18.8	A	144	A
USGS	11455420	2019-09-29 11:15	PST	3.33	A	18.9	A	145	A
USGS	11455420	2019-09-29 11:30	PST	3.55	A	18.9	A	145	A
USGS	11455420	2019-09-29 11:45	PST	3.85	A	18.8	A	145	A
USGS	11455420	2019-09-29 12:00	PST	4.19	A	18.9	A	145	A
USGS	11455420	2019-09-29 12:15	PST	4.47	A	18.9	A	145	A
USGS	11455420	2019-09-29 12:30	PST	4.70	A	18.9	A	145	A
USGS	11455420	2019-09-29 12:45	PST	4.91	A	18.9	A	145	A
USGS	11455420	2019-09-29 13:00	PST	5.11	A	19.0	A	146	A
USGS	11455420	2019-09-29 13:15	PST	5.31	A	19.0	A	145	A
USGS	11455420	2019-09-29 13:30	PST	5.50	A	19.0	A	145	A
USGS	11455420	2019-09-29 13:45	PST	5.67	A	19.0	A	144	A
USGS	11455420	2019-09-29 14:00	PST	5.82	A	19.0	A	144	A
USGS	11455420	2019-09-29 14:15	PST	5.96	A	19.0	A	144	A
USGS	11455420	2019-09-29 14:30	PST	6.08	A	19.0	A	144	A
USGS	11455420	2019-09-29 14:45	PST	6.20	A	19.1	A	144	A
USGS	11455420	2019-09-29 15:00	PST	6.31	A	19.1	A	144	A
USGS	11455420	2019-09-29 15:15	PST	6.42	A	19.1	A	144	A
USGS	11455420	2019-09-29 15:30	PST	6.51	A	19.1	A	144	A
USGS	11455420	2019-09-29 15:45	PST	6.61	A	19.1	A	143	A
USGS	11455420	2019-09-29 16:00	PST	6.68	A	19.2	A	144	A
USGS	11455420	2019-09-29 16:15	PST	6.74	A	19.1	A	144	A
USGS	11455420	2019-09-29 16:30	PST	6.76	A	19.1	A	144	A
USGS	11455420	2019-09-29 16:45	PST	6.77	A	19.1	A	144	A
USGS	11455420	2019-09-29 17:00	PST	6.73	A	19.1	A	144	A
USGS	11455420	2019-09-29 17:15	PST	6.67	A	19.2	A	144	A
USGS	11455420	2019-09-29 17:30	PST	6.54	A	19.2	A	144	A
USGS	11455420	2019-09-29 17:45	PST	6.39	A	19.1	A	144	A
USGS	11455420	2019-09-29 18:00	PST	6.17	A	19.1	A	144	A
USGS	11455420	2019-09-29 18:15	PST	5.95	A	19.1	A	144	A
USGS	11455420	2019-09-29 18:30	PST	5.75	A	19.1	A	144	A
USGS	11455420	2019-09-29 18:45	PST	5.57	A	19.1	A	144	A
USGS	11455420	2019-09-29 19:00	PST	5.40	A	19.1	A	145	A
USGS	11455420	2019-09-29 19:15	PST	5.26	A	19.1	A	145	A
USGS	11455420	2019-09-29 19:30	PST	5.07	A	19.1	A	146	A
USGS	11455420	2019-09-29 19:45	PST	4.92	A	19.1	A	146	A
USGS	11455420	2019-09-29 20:00	PST	4.78	A	19.1	A	146	A
USGS	11455420	2019-09-29 20:15	PST	4.64	A	19.0	A	143	A
USGS	11455420	2019-09-29 20:30	PST	4.46	A	19.0	A	142	A
USGS	11455420	2019-09-29 20:45	PST	4.35	A	19.0	A	143	A
USGS	11455420	2019-09-29 21:00	PST	4.23	A	18.9	A	144	A
USGS	11455420	2019-09-29 21:15	PST	4.08	A	18.9	A	144	A
USGS	11455420	2019-09-29 21:30	PST	3.96	A	18.9	A	143	A
USGS	11455420	2019-09-29 21:45	PST	3.84	A	18.9	A	143	A
USGS	11455420	2019-09-29 22:00	PST	3.72	A	18.9	A	143	A
USGS	11455420	2019-09-29 22:15	PST	3.61	A	18.8	A	143	A
USGS	11455420	2019-09-29 22:30	PST	3.52	A	18.8	A	142	A
USGS	11455420	2019-09-29 22:45	PST	3.44	A	18.8	A	143	A
USGS	11455420	2019-09-29 23:00	PST	3.38	A	18.7	A	142	A
USGS	11455420	2019-09-29 23:15	PST	3.38	A	18.7	A	143	A
USGS	11455420	2019-09-29 23:30	PST	3.41	A	18.7	A	143	A
USGS	11455420	2019-09-29 23:45	PST	3.49	A	18.7	A	143	A
USGS	11455420	2019-09-30 00:00	PST	3.67	A	18.7	A	143	A
USGS	11455420	2019-09-30 00:15	PST	3.92	A	18.7	A	144	A
USGS	11455420	2019-09-30 00:30	PST	4.23	A	18.7	A	145	A
USGS	11455420	2019-09-30 00:45	PST	4.54	A	18.7	A	143	A
USGS	11455420	2019-09-30 01:00	PST	4.78	A	18.7	A	144	A
USGS	11455420	2019-09-30 01:15	PST	4.97	A	18.7	A	143	A
USGS	11455420	2019-09-30 01:30	PST	5.15	A	18.7	A	144	A
USGS	11455420	2019-09-30 01:45	PST	5.32	A	18.7	A	144	A
USGS	11455420	2019-09-30 02:00	PST	5.48	A	18.7	A	144	A
USGS	11455420	2019-09-30 02:15	PST	5.65	A	18.7	A	144	A
USGS	11455420	2019-09-30 02:30	PST	5.79	A	18.7	A	144	A
USGS	11455420	2019-09-30 02:45	PST	5.92	A	18.8	A	144	A
USGS	11455420	2019-09-30 03:00	PST	6.02	A	18.8	A	144	A
USGS	11455420	2019-09-30 03:15	PST	6.10	A	18.8	A	144	A
USGS	11455420	2019-09-30 03:30	PST	6.18	A	18.8	A	144	A
USGS	11455420	2019-09-30 03:45	PST	6.25	A	18.8	A	144	A
USGS	11455420	2019-09-30 04:00	PST	6.32	A	18.8	A	143	A
USGS	11455420	2019-09-30 04:15	PST	6.38	A	18.8	A	143	A
USGS	11455420	2019-09-30 04:30	PST	6.42	A	18.8	A	143	A
USGS	11455420	2019-09-30 04:45	PST	6.45	A	18.8	A	144	A
USGS	11455420	2019-09-30 05:00	PST	6.44	A	18.8	A	145	A
USGS	11455420	2019-09-30 05:15	PST	6.40	A	18.8	A	145	A
USGS	11455420	2019-09-30 05:30	PST	6.30	A	18.8	A	145	A
USGS	11455420	2019-09-30 05:45	PST	6.18	A	18.8	A	145	A
USGS	11455420	2019-09-30 06:00	PST	6.02	A	18.8	A	145	A
USGS	11455420	2019-09-30 06:15	PST	5.83	A	18.8	A	145	A
USGS	11455420	2019-09-30 06:30	PST	5.64	A	18.8	A	146	A
USGS	11455420	2019-09-30 06:45	PST	5.46	A	18.7	A	144	A
USGS	11455420	2019-09-30 07:00	PST	5.28	A	18.7	A	143	A
USGS	11455420	2019-09-30 07:15	PST	5.11	A	18.7	A	143	A
USGS	11455420	2019-09-30 07:30	PST	4.94	A	18.7	A	143	A
USGS	11455420	2019-09-30 07:45	PST	4.79	A	18.7	A	143	A
USGS	11455420	2019-09-30 08:00	PST	4.64	A	18.6	A	142	A
USGS	11455420	2019-09-30 08:15	PST	4.49	A	18.6	A	141	A
USGS	11455420	2019-09-30 08:30	PST	4.35	A	18.5	A	140	A
USGS	11455420	2019-09-30 08:45	PST	4.22	A	18.5	A	139	A
USGS	11455420	2019-09-30 09:00	PST	4.09	A	18.6	A	140	A
USGS	11455420	2019-09-30 09:15	PST	3.97	A	18.5	A	140	A
USGS	11455420	2019-09-30 09:30	PST	3.84	A	18.5	A	140	A
USGS	11455420	2019-09-30 09:45	PST	3.73	A	18.5	A	139	A
USGS	11455420	2019-09-30 10:00	PST	3.61	A	18.5	A	139	A
USGS	11455420	2019-09-30 10:15	PST	3.51	A	18.5	A	139	A
USGS	11455420	2019-09-30 10:30	PST	3.42	A	18.5	A	138	A
USGS	11455420	2019-09-30 10:45	PST	3.34	A	18.4	A	138	A
USGS	11455420	2019-09-30 11:00	PST	3.28	A	18.4	A	138	A
USGS	11455420	2019-09-30 11:15	PST	3.26	A	18.4	A	138	A
USGS	11455420	2019-09-30 11:30	PST	3.27	A	18.4	A	139	A
USGS	11455420	2019-09-30 11:45	PST	3.38	A	18.4	A	139	A
USGS	11455420	2019-09-30 12:00	PST	3.55	A	18.5	A	140	A
USGS	11455420	2019-09-30 12:15	PST	3.80	A	18.4	A	140	A
USGS	11455420	2019-09-30 12:30	PST	4.10	A	18.4	A	140	A
USGS	11455420	2019-09-30 12:45	PST	4.40	A	18.5	A	140	A
USGS	11455420	2019-09-30 13:00	PST	4.65	A	18.5	A	140	A
USGS	11455420	2019-09-30 13:15	PST	4.87	A	18.5	A	138	A
USGS	11455420	2019-09-30 13:30	PST	5.08	A	18.6	A	140	A
USGS	11455420	2019-09-30 13:45	PST	5.27	A	18.6	A	139	A
USGS	11455420	2019-09-30 14:00	PST	5.46	A	18.6	A	140	A
USGS	11455420	2019-09-30 14:15	PST	5.64	A	18.6	A	140	A
USGS	11455420	2019-09-30 14:30	PST	5.79	A	18.7	A	140	A
USGS	11455420	2019-09-30 14:45	PST	5.94	A	18.7	A	140	A
USGS	11455420	2019-09-30 15:00	PST	6.08	A	18.7	A	140	A
USGS	11455420	2019-09-30 15:15	PST	6.20	A	18.7	A	141	A
USGS	11455420	2019-09-30 15:30	PST	6.28	A	18.8	A	141	A
USGS	11455420	2019-09-30 15:45	PST	6.40	A	18.8	A	141	A
USGS	11455420	2019-09-30 16:00	PST	6.51	A	18.8	A	142	A
USGS	11455420	2019-09-30 16:15	PST	6.60	A	18.9	A	142	A
USGS	11455420	2019-09-30 16:30	PST	6.67	A	18.9	A	143	A
USGS	11455420	2019-09-30 16:45	PST	6.73	A	18.9	A	143	A
USGS	11455420	2019-09-30 17:00	PST	6.76	A	18.9	A	144	A
USGS	11455420	2019-09-30 17:15	PST	6.76	A	18.9	A	144	A
USGS	11455420	2019-09-30 17:30	PST	6.72	A	18.9	A	144	A
USGS	11455420	2019-09-30 17:45	PST	6.65	A	18.9	A	144	A
USGS	11455420	2019-09-30 18:00	PST	6.53	A	18.9	A	144	A
USGS	11455420	2019-09-30 18:15	PST	6.37	A	18.9	A	144	A
USGS	11455420	2019-09-30 18:30	PST	6.18	A	18.9	A	144	A
USGS	11455420	2019-09-30 18:45	PST	5.97	A	18.9	A	144	A
USGS	11455420	2019-09-30 19:00	PST	5.77	A	18.8	A	144	A
USGS	11455420	2019-09-30 19:15	PST	5.59	A	18.9	A	144	A
USGS	11455420	2019-09-30 19:30	PST	5.42	A	18.9	A	144	A
USGS	11455420	2019-09-30 19:45	PST	5.25	A	18.8	A	144	A
USGS	11455420	2019-09-30 20:00	PST	5.09	A	18.8	A	144	A
USGS	11455420	2019-09-30 20:15	PST	4.92	A	18.8	A	143	A
USGS	11455420	2019-09-30 20:30	PST	4.76	A	18.8	A	143	A
USGS	11455420	2019-09-30 20:45	PST	4.60	A	18.7	A	140	A
USGS	11455420	2019-09-30 21:00	PST	4.45	A	18.7	A	140	A
USGS	11455420	2019-09-30 21:15	PST	4.31	A	18.7	A	140	A
USGS	11455420	2019-09-30 21:30	PST	4.18	A	18.6	A	139	A
USGS	11455420	2019-09-30 21:45	PST	4.05	A	18.6	A	139	A
USGS	11455420	2019-09-30 22:00	PST	3.91	A	18.5	A	139	A
USGS	11455420	2019-09-30 22:15	PST	3.78	A	18.5	A	138	A
USGS	11455420	2019-09-30 22:30	PST	3.65	A	18.5	A	137	A
USGS	11455420	2019-09-30 22:45	PST	3.52	A	18.4	A	136	A
USGS	11455420	2019-09-30 23:00	PST	3.40	A	18.4	A	137	A
USGS	11455420	2019-09-30 23:15	PST	3.28	A	18.3	A	136	A
USGS	11455420	2019-09-30 23:30	PST	3.18	A	18.3	A	137	A
USGS	11455420	2019-09-30 23:45	PST	3.09	A	18.3	A	138	A
USGS	11455420	2019-10-01 00:00	PST	3.02	A	18.2	A	138	A
USGS	11455420	2019-10-01 00:15	PST	2.99	A	18.2	A	139	A
USGS	11455420	2019-10-01 00:30	PST	3.02	A	18.2	A	138	A
USGS	11455420	2019-10-01 00:45	PST	3.11	A	18.2	A	138	A
USGS	11455420	2019-10-01 01:00	PST	3.28	A	18.2	A	139	A
USGS	11455420	2019-10-01 01:15	PST	3.51	A	18.2	A	139	A
USGS	11455420	2019-10-01 01:30	PST	3.80	A	18.1	A	139	A
USGS	11455420	2019-10-01 01:45	PST	4.08	A	18.1	A	140	A
USGS	11455420	2019-10-01 02:00	PST	4.31	A	18.2	A	141	A
USGS	11455420	2019-10-01 02:15	PST	4.50	A	18.1	A	138	A
USGS	11455420	2019-10-01 02:30	PST	4.68	A	18.2	A	139	A
USGS	11455420	2019-10-01 02:45	PST	4.86	A	18.2	A	140	A
USGS	11455420	2019-10-01 03:00	PST	5.04	A	18.2	A	140	A
USGS	11455420	2019-10-01 03:15	PST	5.20	A	18.2	A	139	A
USGS	11455420	2019-10-01 03:30	PST	5.36	A	18.2	A	139	A
USGS	11455420	2019-10-01 03:45	PST	5.48	A	18.3	A	138	A
USGS	11455420	2019-10-01 04:00	PST	5.58	A	18.3	A	138	A
USGS	11455420	2019-10-01 04:15	PST	5.68	A	18.3	A	138	A
USGS	11455420	2019-10-01 04:30	PST	5.76	A	18.3	A	138	A
USGS	11455420	2019-10-01 04:45	PST	5.83	A	18.3	A	138	A
USGS	11455420	2019-10-01 05:00	PST	5.89	A	18.4	A	139	A
USGS	11455420	2019-10-01 05:15	PST	5.94	A	18.4	A	139	A
USGS	11455420	2019-10-01 05:30	PST	5.97	A	18.4	A	139	A
USGS	11455420	2019-10-01 05:45	PST	5.99	A	18.4	A	140	A
USGS	11455420	2019-10-01 06:00	PST	5.98	A	18.4	A	140	A
USGS	11455420	2019-10-01 06:15	PST	5.94	A	18.4	A	140	A
USGS	11455420	2019-10-01 06:30	PST	5.86	A	18.4	A	140	A
USGS	11455420	2019-10-01 06:45	PST	5.74	A	18.4	A	140	A
USGS	11455420	2019-10-01 07:00	PST	5.59	A	18.4	A	140	A
USGS	11455420	2019-10-01 07:15	PST	5.42	A	18.4	A	140	A
USGS	11455420	2019-10-01 07:30	PST	5.23	A	18.4	A	140	A
USGS	11455420	2019-10-01 07:45	PST	5.05	A	18.3	A	140	A
USGS	11455420	2019-10-01 08:00	PST	4.88	A	18.3	A	139	A
USGS	11455420	2019-10-01 08:15	PST	4.73	A	18.3	A	139	A
USGS	11455420	2019-10-01 08:30	PST	4.58	A	18.3	A	138	A
USGS	11455420	2019-10-01 08:45	PST	4.44	A	18.2	A	137	A
USGS	11455420	2019-10-01 09:00	PST	4.29	A	18.2	A	136	A
USGS	11455420	2019-10-01 09:15	PST	4.15	A	18.1	A	135	A
USGS	11455420	2019-10-01 09:30	PST	4.01	A	18.1	A	135	A
USGS	11455420	2019-10-01 09:45	PST	3.88	A	17.9	A	133	A
USGS	11455420	2019-10-01 10:00	PST	3.76	A	18.0	A	134	A
USGS	11455420	2019-10-01 10:15	PST	3.64	A	18.0	A	135	A
USGS	11455420	2019-10-01 10:30	PST	3.55	A	18.0	A	135	A
